search_id,user_id,metro_area,search_date,event_date,venue_type,capacity_needed,max_price,search_resulted_in_booking
5464,625,Los Angeles,2024-03-30,2024-04-01,meeting_room,9,212.16947871158447,False
5465,369,Chicago,2024-03-30,2024-04-04,event_space,51,127.19168528753724,False
5466,1279,San Francisco,2024-03-31,2024-04-12,event_space,73,240.88721858222334,True
5467,1275,Austin,2024-03-31,2024-04-27,event_space,54,174.2188822203585,True
5468,947,New York,2024-03-31,2024-04-01,photo_studio,11,353.0709523794158,False
5469,966,Los Angeles,2024-03-31,2024-04-01,meeting_room,5,217.88792816251197,True
5470,700,Miami,2024-03-31,2024-04-24,workshop_space,22,217.06471302180043,True
5471,1248,San Francisco,2024-03-31,2024-04-19,event_space,29,198.1452370500593,False
5472,1665,Chicago,2024-03-31,2024-04-24,rooftop,54,162.97998500079797,True
5473,1160,Chicago,2024-03-31,2024-04-05,meeting_room,10,114.89100047079852,False
5474,1742,New York,2024-03-31,2024-04-10,rooftop,97,329.5987751667335,False
5475,1302,Austin,2024-03-31,2024-04-12,photo_studio,19,106.1127943977978,False
5476,1203,Los Angeles,2024-03-31,2024-04-25,workshop_space,37,236.90823986922473,True
5477,1570,New York,2024-03-31,2024-04-17,meeting_room,11,282.0437269230282,True
5478,1872,New York,2024-03-31,2024-04-12,meeting_room,6,293.63459033943525,True
5479,1289,Miami,2024-03-31,2024-04-16,rooftop,69,191.79927930499284,False
5480,1295,Chicago,2024-03-31,2024-04-30,meeting_room,9,100.35685068593408,True
5481,1349,Chicago,2024-03-31,2024-04-27,photo_studio,12,139.30335439917613,False
5482,948,Austin,2024-03-31,2024-04-07,event_space,30,133.83504336339524,False
5483,1113,New York,2024-03-31,2024-04-26,workshop_space,35,367.160130129005,True
5484,934,Chicago,2024-03-31,2024-04-05,photo_studio,15,86.3340577170305,False
5485,482,Los Angeles,2024-03-31,2024-04-13,meeting_room,7,234.95868001914226,True
5486,452,Miami,2024-03-31,2024-04-27,event_space,30,141.94246027761773,True
5487,1014,Chicago,2024-03-31,2024-04-09,meeting_room,11,177.67735562001891,True
5488,1864,New York,2024-03-31,2024-04-13,photo_studio,8,199.20893469887633,False
5489,1620,New York,2024-03-31,2024-04-01,meeting_room,6,163.81797316708867,True
5490,1732,Austin,2024-03-31,2024-04-02,workshop_space,30,152.37212374383384,False
5491,1304,Austin,2024-03-31,2024-04-12,photo_studio,17,120.62119774907458,False
5492,1339,Miami,2024-03-31,2024-04-05,rooftop,76,182.7980625707896,True
5493,1351,New York,2024-03-31,2024-04-09,rooftop,68,275.5646004580071,False
5494,1748,Chicago,2024-03-31,2024-04-30,photo_studio,12,100.61943536578477,False
5495,1814,Austin,2024-03-31,2024-04-05,rooftop,71,167.76907335597596,False
5496,1821,New York,2024-03-31,2024-04-06,meeting_room,9,339.0836404176972,True
5497,1012,Miami,2024-03-31,2024-04-13,rooftop,46,89.57337491370627,False
5498,1568,San Francisco,2024-03-31,2024-04-29,event_space,33,166.34274225583528,False
5499,565,New York,2024-03-31,2024-04-29,meeting_room,14,285.2620101905456,False
5500,1491,Los Angeles,2024-03-31,2024-04-11,workshop_space,44,229.40804868720076,False
5501,1168,Austin,2024-03-31,2024-04-08,event_space,43,122.7768371788287,False
5502,1207,New York,2024-03-31,2024-04-18,meeting_room,6,294.47560769521255,False
5503,612,Chicago,2024-03-31,2024-04-19,photo_studio,10,143.84869241318998,True
5504,1180,San Francisco,2024-03-31,2024-04-28,photo_studio,20,204.07307908589084,True
5505,791,Los Angeles,2024-03-31,2024-04-29,rooftop,83,238.40218254744178,True
5506,914,Miami,2024-03-31,2024-04-25,photo_studio,15,94.82061101474984,False
5507,598,Miami,2024-03-31,2024-04-20,photo_studio,17,219.69422862866233,False
5508,982,New York,2024-03-31,2024-04-18,workshop_space,15,195.8506299471406,False
5509,926,San Francisco,2024-03-31,2024-04-21,meeting_room,6,124.95345473989478,False
5510,992,Austin,2024-03-31,2024-04-17,meeting_room,6,170.38092475048182,True
5511,1640,Miami,2024-03-31,2024-04-20,workshop_space,23,111.75837451503446,False
5512,704,Austin,2024-03-31,2024-04-07,photo_studio,19,95.76858630887617,False
5513,1266,Miami,2024-03-31,2024-04-20,event_space,56,190.9289989021752,False
5514,1603,Los Angeles,2024-03-31,2024-04-15,event_space,42,162.2751395996816,True
5515,1753,San Francisco,2024-03-31,2024-04-17,meeting_room,5,288.4703992243387,False
5516,1736,Miami,2024-03-31,2024-04-10,workshop_space,40,204.95060405031703,True
5517,888,New York,2024-03-31,2024-04-04,meeting_room,14,336.21883501948565,True
5518,589,Miami,2024-03-31,2024-04-16,meeting_room,10,160.10626524583986,True
5519,1736,Miami,2024-03-31,2024-04-22,event_space,64,130.83953166730043,False
5520,556,New York,2024-04-01,2024-04-05,rooftop,81,298.0096884126488,False
5521,1309,Miami,2024-04-01,2024-04-07,meeting_room,11,207.95259649888746,True
5522,904,New York,2024-04-01,2024-04-07,photo_studio,17,190.70465465542023,False
5523,973,San Francisco,2024-04-01,2024-04-11,rooftop,45,284.0289622729361,False
5524,715,San Francisco,2024-04-01,2024-04-19,event_space,73,160.67376537050438,False
5525,1471,Chicago,2024-04-01,2024-04-24,photo_studio,21,145.65373282938057,True
5526,319,Austin,2024-04-01,2024-04-10,event_space,30,185.20901058858578,False
5527,1652,Austin,2024-04-01,2024-04-20,rooftop,82,104.14280729739139,False
5528,1104,San Francisco,2024-04-01,2024-04-30,workshop_space,42,248.67514830371917,True
5529,468,New York,2024-04-01,2024-04-23,meeting_room,5,293.4190646906019,True
5530,1448,Miami,2024-04-01,2024-04-28,workshop_space,27,155.41808060647853,False
5531,1299,Austin,2024-04-01,2024-04-10,workshop_space,25,117.75985638486024,False
5532,989,San Francisco,2024-04-01,2024-04-27,rooftop,43,191.1524989918865,False
5533,795,New York,2024-04-01,2024-04-18,meeting_room,9,387.9081995933915,True
5534,432,Miami,2024-04-01,2024-04-30,meeting_room,10,159.01270825171335,True
5535,1624,Austin,2024-04-01,2024-04-10,event_space,27,196.04183390150158,False
5536,1038,New York,2024-04-01,2024-04-13,workshop_space,18,337.72843944901797,False
5537,370,Miami,2024-04-01,2024-04-10,photo_studio,22,210.27188663176162,True
5538,652,Miami,2024-04-01,2024-04-11,event_space,25,146.13225475223416,True
5539,1250,Chicago,2024-04-01,2024-04-27,photo_studio,10,109.21254172454324,False
5540,624,San Francisco,2024-04-01,2024-04-15,event_space,44,224.3828981527549,True
5541,1181,Miami,2024-04-01,2024-04-26,meeting_room,5,216.1407843388329,True
5542,1669,Los Angeles,2024-04-01,2024-04-08,rooftop,91,163.62570542996679,False
5543,313,Austin,2024-04-01,2024-04-07,meeting_room,8,186.92310316899471,False
5544,1850,San Francisco,2024-04-01,2024-04-16,meeting_room,5,260.4771275926711,False
5545,1156,Austin,2024-04-01,2024-04-13,workshop_space,25,150.437333686774,False
5546,624,San Francisco,2024-04-01,2024-04-14,photo_studio,10,259.60676155913467,False
5547,1646,San Francisco,2024-04-01,2024-04-30,photo_studio,19,273.73340740912573,True
5548,651,Miami,2024-04-01,2024-04-03,workshop_space,21,174.24397420852526,True
5549,1477,Miami,2024-04-01,2024-04-04,meeting_room,7,208.1254148145329,True
5550,1723,Miami,2024-04-01,2024-04-06,workshop_space,27,174.3591428470191,False
5551,1266,Miami,2024-04-01,2024-04-21,event_space,61,158.76592805415183,True
5552,875,Chicago,2024-04-01,2024-04-28,workshop_space,40,158.69172164535965,True
5553,679,Austin,2024-04-01,2024-04-10,workshop_space,27,82.98727854971855,False
5554,1844,San Francisco,2024-04-01,2024-04-03,meeting_room,7,276.9383125016477,True
5555,913,Austin,2024-04-01,2024-04-17,photo_studio,8,184.12214576644556,False
5556,1263,Miami,2024-04-01,2024-04-23,meeting_room,8,145.77414246561494,False
5557,373,Austin,2024-04-01,2024-04-16,rooftop,55,189.25101939070305,False
5558,586,Chicago,2024-04-01,2024-04-24,workshop_space,42,168.3397924574093,True
5559,531,Chicago,2024-04-01,2024-04-13,event_space,25,107.10372048271003,False
5560,672,New York,2024-04-01,2024-04-25,meeting_room,6,342.4751041040669,True
5561,822,Miami,2024-04-01,2024-04-30,meeting_room,6,154.7793957570515,True
5562,1278,Chicago,2024-04-01,2024-04-18,meeting_room,6,151.2734212374024,True
5563,1859,Austin,2024-04-01,2024-04-20,meeting_room,7,110.98867358510141,True
5564,1815,Austin,2024-04-01,2024-04-20,photo_studio,9,165.65085281622655,False
5565,464,Austin,2024-04-01,2024-04-05,event_space,67,190.1967309348718,False
5566,971,Chicago,2024-04-01,2024-04-05,workshop_space,15,147.4570711612529,True
5567,1841,Miami,2024-04-01,2024-04-24,rooftop,87,88.88716603971884,False
5568,799,Miami,2024-04-01,2024-04-16,event_space,71,134.34604787400406,False
5569,770,New York,2024-04-01,2024-04-25,event_space,66,223.82045646392638,False
5570,398,Chicago,2024-04-01,2024-04-19,event_space,25,106.09027851455281,True
5571,1321,San Francisco,2024-04-01,2024-04-23,meeting_room,5,137.77150208008652,True
5572,1006,Los Angeles,2024-04-01,2024-04-28,event_space,45,228.57002247359674,True
5573,1097,New York,2024-04-01,2024-04-28,event_space,65,383.7312120898534,True
5574,1019,Austin,2024-04-01,2024-04-14,event_space,45,110.20494891463927,False
5575,1497,New York,2024-04-01,2024-05-01,event_space,25,321.0914255453204,False
5576,346,Austin,2024-04-01,2024-04-30,photo_studio,16,117.30213284152651,False
5577,639,Miami,2024-04-01,2024-04-20,meeting_room,9,96.18704302573495,False
5578,1586,Los Angeles,2024-04-01,2024-04-18,event_space,51,181.43298828897537,False
5579,389,Austin,2024-04-01,2024-04-06,meeting_room,8,168.8480746232336,True
5580,1497,New York,2024-04-01,2024-04-24,event_space,59,292.96253209438686,True
5581,1821,Los Angeles,2024-04-01,2024-04-16,workshop_space,20,215.06918964694592,True
5582,1074,Los Angeles,2024-04-01,2024-04-03,event_space,64,135.690614499129,True
5583,1657,San Francisco,2024-04-01,2024-04-15,event_space,40,274.95126435769106,False
5584,1709,San Francisco,2024-04-01,2024-04-10,meeting_room,6,276.00971785030976,False
5585,1213,Miami,2024-04-01,2024-04-20,meeting_room,10,113.06924045068658,False
5586,1811,Los Angeles,2024-04-01,2024-04-05,workshop_space,41,111.62316790771737,True
5587,1654,New York,2024-04-01,2024-04-19,photo_studio,13,220.3820672662869,False
5588,462,San Francisco,2024-04-01,2024-04-11,event_space,40,144.0173520548293,False
5589,1216,San Francisco,2024-04-01,2024-04-08,photo_studio,9,133.46755154256834,False
5590,690,Miami,2024-04-01,2024-04-18,event_space,37,148.03660256707292,False
5591,418,Miami,2024-04-01,2024-04-19,meeting_room,9,163.48685944169554,True
5592,1189,San Francisco,2024-04-01,2024-04-09,event_space,60,136.01861043432018,False
5593,1542,Miami,2024-04-01,2024-04-15,rooftop,109,208.63049335425276,False
5594,1043,Los Angeles,2024-04-01,2024-04-27,rooftop,98,174.13571481805252,False
5595,1843,New York,2024-04-01,2024-04-10,photo_studio,18,264.96714412741875,False
5596,1857,San Francisco,2024-04-01,2024-04-23,photo_studio,21,178.86373616769265,False
5597,1855,San Francisco,2024-04-01,2024-04-20,meeting_room,6,230.65101485695678,False
5598,491,Austin,2024-04-01,2024-04-15,rooftop,69,111.64843815032681,False
5599,1239,Los Angeles,2024-04-01,2024-04-08,event_space,60,120.20937458601003,False
5600,1344,San Francisco,2024-04-01,2024-04-15,workshop_space,43,171.11230525918208,True
5601,1599,San Francisco,2024-04-01,2024-04-16,event_space,30,293.89828641842195,False
5602,684,Chicago,2024-04-01,2024-04-03,event_space,61,137.46990832489806,False
5603,1730,Miami,2024-04-01,2024-04-28,workshop_space,18,218.42249750221023,True
5604,868,Austin,2024-04-01,2024-04-21,photo_studio,8,174.39515888405563,False
5605,1850,San Francisco,2024-04-01,2024-04-02,photo_studio,17,142.89722823055976,False
5606,1355,Miami,2024-04-01,2024-04-06,rooftop,71,101.31342054005057,False
5607,753,Austin,2024-04-02,2024-05-01,photo_studio,16,156.06938893260022,False
5608,1542,Miami,2024-04-02,2024-04-26,workshop_space,20,128.2264701101723,True
5609,1134,Miami,2024-04-02,2024-04-13,photo_studio,9,100.38826355018139,False
5610,1592,Chicago,2024-04-02,2024-04-24,meeting_room,12,136.97556324981792,False
5611,449,Los Angeles,2024-04-02,2024-04-15,event_space,39,201.37822129527197,True
5612,363,Chicago,2024-04-02,2024-04-03,meeting_room,10,175.07622890072795,True
5613,349,New York,2024-04-02,2024-04-22,photo_studio,12,386.6559330018645,True
5614,816,Austin,2024-04-02,2024-04-07,meeting_room,7,99.15499573465137,True
5615,1114,New York,2024-04-02,2024-04-11,meeting_room,14,171.82486442540736,False
5616,1231,Los Angeles,2024-04-02,2024-04-30,workshop_space,37,126.57958467453854,False
5617,1845,San Francisco,2024-04-02,2024-05-01,meeting_room,5,225.16633447361875,False
5618,1768,Los Angeles,2024-04-02,2024-04-03,workshop_space,15,134.15974181037757,False
5619,987,Miami,2024-04-02,2024-04-03,workshop_space,17,207.76342789683576,False
5620,508,Austin,2024-04-02,2024-04-13,meeting_room,10,108.27315599710796,False
5621,1237,Los Angeles,2024-04-02,2024-04-23,rooftop,94,166.4106951084657,False
5622,365,San Francisco,2024-04-02,2024-04-15,event_space,42,166.30591719858708,False
5623,1148,New York,2024-04-02,2024-04-13,meeting_room,8,387.2832648013387,False
5624,320,Austin,2024-04-02,2024-04-06,photo_studio,9,136.17832684899219,False
5625,677,Miami,2024-04-02,2024-04-24,event_space,46,132.82530431191338,False
5626,729,Los Angeles,2024-04-02,2024-04-07,meeting_room,12,203.2764503752775,False
5627,1538,Los Angeles,2024-04-02,2024-04-05,meeting_room,12,215.84670260542907,True
5628,1329,New York,2024-04-02,2024-04-29,rooftop,44,372.3285405421555,True
5629,1143,Chicago,2024-04-02,2024-04-30,photo_studio,14,123.03537284450866,False
5630,601,Miami,2024-04-02,2024-04-12,photo_studio,12,111.88349501562338,False
5631,555,New York,2024-04-02,2024-04-29,meeting_room,13,295.5932368097378,False
5632,1735,Chicago,2024-04-02,2024-05-02,workshop_space,40,95.8731076463431,True
5633,668,Miami,2024-04-02,2024-04-22,photo_studio,9,146.29177598473532,False
5634,930,Los Angeles,2024-04-02,2024-05-02,photo_studio,12,162.5221713795206,True
5635,1411,Chicago,2024-04-02,2024-04-05,meeting_room,6,157.29523298036085,False
5636,366,Los Angeles,2024-04-02,2024-05-02,photo_studio,22,100.83788627375357,False
5637,1194,Austin,2024-04-02,2024-04-03,photo_studio,12,90.66110764073564,False
5638,1188,Austin,2024-04-02,2024-04-11,meeting_room,7,105.87086742427584,True
5639,1624,Austin,2024-04-02,2024-04-28,meeting_room,6,173.3764689237718,False
5640,1347,Chicago,2024-04-02,2024-05-02,meeting_room,6,154.0959200106753,False
5641,783,Chicago,2024-04-02,2024-04-17,event_space,32,171.34362602258184,True
5642,550,Los Angeles,2024-04-02,2024-04-04,event_space,40,162.50144309729473,False
5643,1613,New York,2024-04-02,2024-04-24,workshop_space,28,290.888102626099,True
5644,1146,San Francisco,2024-04-02,2024-04-27,meeting_room,14,153.9039031958078,False
5645,553,Miami,2024-04-02,2024-04-04,meeting_room,5,93.72714530479637,False
5646,958,Austin,2024-04-02,2024-04-26,meeting_room,14,121.05277852518466,False
5647,1696,Chicago,2024-04-02,2024-04-15,event_space,47,107.71620561657933,False
5648,1312,New York,2024-04-02,2024-04-12,event_space,48,292.6575958575071,False
5649,1520,Chicago,2024-04-02,2024-04-09,meeting_room,7,117.48499701078246,True
5650,1400,San Francisco,2024-04-02,2024-04-28,photo_studio,19,183.6672703678258,False
5651,931,Austin,2024-04-02,2024-04-27,workshop_space,30,192.59293480722295,False
5652,1756,Austin,2024-04-02,2024-04-06,meeting_room,9,104.08352196177563,False
5653,1490,Los Angeles,2024-04-02,2024-04-05,event_space,40,238.2880304821346,False
5654,1307,New York,2024-04-02,2024-04-15,meeting_room,12,398.17455738728796,True
5655,1291,New York,2024-04-02,2024-05-02,event_space,60,295.91675465273386,True
5656,1547,Los Angeles,2024-04-02,2024-05-02,event_space,45,102.01560343155496,False
5657,1749,San Francisco,2024-04-02,2024-04-17,workshop_space,42,246.96103900229204,True
5658,378,San Francisco,2024-04-02,2024-04-11,photo_studio,13,168.96852338947858,False
5659,396,New York,2024-04-02,2024-05-01,meeting_room,10,204.16278059022775,False
5660,903,Austin,2024-04-02,2024-05-02,meeting_room,7,122.37518621679291,True
5661,1429,Chicago,2024-04-02,2024-04-07,event_space,61,120.94118748044072,False
5662,1148,New York,2024-04-02,2024-04-07,event_space,27,176.8208073700789,False
5663,363,Los Angeles,2024-04-02,2024-04-20,meeting_room,11,163.9484257002051,False
5664,668,Miami,2024-04-02,2024-04-07,workshop_space,19,165.92454759674183,True
5665,973,San Francisco,2024-04-02,2024-04-07,photo_studio,10,234.9073627315289,False
5666,457,Miami,2024-04-02,2024-04-22,rooftop,51,108.17343194736404,False
5667,1083,Chicago,2024-04-02,2024-05-02,meeting_room,12,144.760468483278,False
5668,558,Miami,2024-04-02,2024-04-17,event_space,31,122.35958468449256,False
5669,900,Austin,2024-04-02,2024-04-04,photo_studio,19,103.7763851315892,False
5670,1132,New York,2024-04-02,2024-04-27,rooftop,86,317.5050466550434,False
5671,1513,New York,2024-04-02,2024-04-17,event_space,56,172.07138529577975,False
5672,1202,Austin,2024-04-02,2024-04-15,event_space,44,197.6650497843015,False
5673,1042,Chicago,2024-04-02,2024-04-29,photo_studio,10,172.36276818739367,True
5674,1127,Austin,2024-04-02,2024-04-16,rooftop,85,105.24339334789559,False
5675,920,San Francisco,2024-04-02,2024-04-03,workshop_space,37,282.97593587025835,False
5676,1216,San Francisco,2024-04-02,2024-04-16,event_space,34,261.6833415178813,False
5677,1675,New York,2024-04-02,2024-04-27,event_space,34,251.2774620632507,True
5678,869,Los Angeles,2024-04-02,2024-04-29,rooftop,48,160.50132973309482,False
5679,788,Los Angeles,2024-04-02,2024-05-01,meeting_room,14,199.36896961345425,False
5680,852,Miami,2024-04-02,2024-04-18,event_space,60,181.9317890246614,True
5681,1040,Austin,2024-04-02,2024-04-24,meeting_room,6,173.71488333222928,False
5682,1517,San Francisco,2024-04-02,2024-04-16,photo_studio,20,296.06538100150414,False
5683,1540,Austin,2024-04-02,2024-04-22,meeting_room,6,194.76968285286026,False
5684,1255,New York,2024-04-02,2024-04-15,event_space,74,368.82133992886884,True
5685,1339,Miami,2024-04-02,2024-04-19,workshop_space,26,185.52463628723987,False
5686,1317,Miami,2024-04-02,2024-04-08,rooftop,108,169.32175856560409,False
5687,330,San Francisco,2024-04-02,2024-04-03,meeting_room,13,165.8678983160025,False
5688,1584,Austin,2024-04-02,2024-04-14,workshop_space,34,189.0893062556119,True
5689,1111,San Francisco,2024-04-02,2024-04-28,rooftop,84,178.32169052269924,False
5690,382,Miami,2024-04-02,2024-04-20,photo_studio,11,200.21245549701825,False
5691,1001,New York,2024-04-02,2024-04-20,photo_studio,20,290.67119940681573,False
5692,629,Miami,2024-04-02,2024-04-16,event_space,62,123.3568825565048,True
5693,681,Los Angeles,2024-04-02,2024-04-09,workshop_space,34,209.7579366285662,False
5694,1137,San Francisco,2024-04-02,2024-04-22,event_space,73,164.58640958141385,False
5695,784,Chicago,2024-04-02,2024-04-08,meeting_room,12,166.67903838334425,True
5696,390,San Francisco,2024-04-02,2024-04-08,event_space,29,257.588792190488,True
5697,754,New York,2024-04-02,2024-04-07,photo_studio,11,183.8574809380992,False
5698,319,Austin,2024-04-02,2024-04-23,rooftop,55,179.1164157345694,False
5699,1155,Los Angeles,2024-04-02,2024-04-08,meeting_room,12,181.48517870662434,False
5700,644,Chicago,2024-04-02,2024-04-22,event_space,34,85.19686629861987,False
5701,959,New York,2024-04-02,2024-04-22,meeting_room,6,309.38203396979054,True
5702,599,Austin,2024-04-02,2024-04-17,workshop_space,22,159.57039633984857,False
5703,1033,Austin,2024-04-02,2024-04-03,event_space,70,163.6985466086191,True
5704,1137,San Francisco,2024-04-02,2024-04-27,meeting_room,6,224.73014291371229,True
5705,1429,Miami,2024-04-02,2024-04-09,event_space,42,214.65197095745708,False
5706,1857,San Francisco,2024-04-02,2024-04-09,meeting_room,8,162.92243634382007,False
5707,1221,New York,2024-04-02,2024-04-13,workshop_space,18,379.1548891175934,False
5708,1787,Austin,2024-04-02,2024-04-17,event_space,46,93.83227090260378,False
5709,697,San Francisco,2024-04-02,2024-04-18,photo_studio,15,121.94306615000502,False
5710,1795,Los Angeles,2024-04-02,2024-04-04,rooftop,105,217.50231770165448,True
5711,1272,Chicago,2024-04-02,2024-04-03,meeting_room,14,149.6512654134993,True
5712,1329,Chicago,2024-04-02,2024-04-23,photo_studio,11,149.0468116799993,False
5713,1028,San Francisco,2024-04-02,2024-04-24,workshop_space,20,188.479117154269,True
5714,323,Los Angeles,2024-04-02,2024-04-08,event_space,55,198.26718615678007,False
5715,387,New York,2024-04-02,2024-04-27,meeting_room,7,323.9778597403063,False
5716,1249,San Francisco,2024-04-02,2024-04-23,photo_studio,13,184.9702720832823,False
5717,495,Miami,2024-04-02,2024-04-21,meeting_room,6,145.6381909674895,True
5718,1550,Los Angeles,2024-04-02,2024-04-09,meeting_room,10,226.37135561776333,True
5719,1557,Chicago,2024-04-02,2024-04-27,event_space,58,82.96350661608872,False
5720,1644,Miami,2024-04-03,2024-05-03,event_space,30,145.1568435900846,False
5721,489,Austin,2024-04-03,2024-04-23,workshop_space,31,168.42258495303932,False
5722,1110,New York,2024-04-03,2024-05-01,event_space,41,281.7282427495306,True
5723,934,Chicago,2024-04-03,2024-04-09,meeting_room,9,156.20907373502828,False
5724,1482,San Francisco,2024-04-03,2024-04-29,photo_studio,11,206.99894028483703,False
5725,1560,New York,2024-04-03,2024-04-04,photo_studio,7,386.90171958275266,False
5726,874,Chicago,2024-04-03,2024-04-06,meeting_room,11,102.34928441170665,False
5727,1009,San Francisco,2024-04-03,2024-04-04,event_space,47,263.1657980199993,False
5728,585,Los Angeles,2024-04-03,2024-05-03,event_space,33,137.93473013827133,True
5729,1841,Miami,2024-04-03,2024-04-17,meeting_room,12,154.5554068764034,True
5730,533,Los Angeles,2024-04-03,2024-04-27,event_space,61,176.51508413499093,False
5731,1353,San Francisco,2024-04-03,2024-04-13,meeting_room,9,169.06830309911282,True
5732,1694,New York,2024-04-03,2024-04-04,event_space,41,332.2926811500753,False
5733,1835,Chicago,2024-04-03,2024-04-23,rooftop,70,121.09274167756747,False
5734,1237,Los Angeles,2024-04-03,2024-04-07,photo_studio,15,177.31792977239948,True
5735,1685,Chicago,2024-04-03,2024-04-28,meeting_room,5,83.65752444951994,False
5736,1645,New York,2024-04-03,2024-04-10,workshop_space,22,262.5226364649376,True
5737,1287,Chicago,2024-04-03,2024-04-04,meeting_room,11,76.27034767939662,False
5738,335,San Francisco,2024-04-03,2024-04-19,meeting_room,8,131.90578759754786,False
5739,1861,New York,2024-04-03,2024-04-06,workshop_space,40,273.9084794556594,True
5740,1329,New York,2024-04-03,2024-04-29,photo_studio,11,244.39449239819112,False
5741,1374,Chicago,2024-04-03,2024-04-24,rooftop,79,174.82988456700895,False
5742,1690,Los Angeles,2024-04-03,2024-04-30,meeting_room,14,210.21608189243648,False
5743,1250,Chicago,2024-04-03,2024-04-13,photo_studio,16,105.2538028400373,False
5744,774,Austin,2024-04-03,2024-04-20,meeting_room,7,197.91956841138972,False
5745,1032,Miami,2024-04-03,2024-05-01,meeting_room,6,219.57685598287281,False
5746,1384,Miami,2024-04-03,2024-04-26,rooftop,89,153.97987786707384,False
5747,1716,New York,2024-04-03,2024-04-14,event_space,70,300.27314578386256,True
5748,1598,San Francisco,2024-04-03,2024-04-05,photo_studio,18,137.35799139074285,False
5749,754,New York,2024-04-03,2024-04-06,workshop_space,28,233.5416710336915,False
5750,1270,New York,2024-04-03,2024-05-02,rooftop,94,169.62926828074987,False
5751,1715,Miami,2024-04-03,2024-04-15,meeting_room,5,180.9238541278483,False
5752,1616,Los Angeles,2024-04-03,2024-04-08,event_space,33,162.304630269297,True
5753,520,Chicago,2024-04-03,2024-04-15,meeting_room,6,138.66501512437955,False
5754,819,Los Angeles,2024-04-03,2024-04-22,photo_studio,10,134.55931397881622,False
5755,907,Austin,2024-04-03,2024-04-09,workshop_space,25,140.2437560250022,False
5756,1374,Miami,2024-04-03,2024-04-24,photo_studio,20,113.10301915090353,False
5757,1454,Austin,2024-04-03,2024-05-02,workshop_space,33,99.6090889275322,False
5758,503,Chicago,2024-04-03,2024-04-16,workshop_space,33,134.13523046916092,False
5759,634,Los Angeles,2024-04-03,2024-04-28,meeting_room,11,172.10523280799543,False
5760,443,Austin,2024-04-03,2024-04-11,event_space,38,161.2794933810048,True
5761,1868,Austin,2024-04-03,2024-04-25,meeting_room,12,127.14783501273187,True
5762,1238,Miami,2024-04-03,2024-04-21,photo_studio,16,161.0057247635844,True
5763,1034,Austin,2024-04-03,2024-04-19,event_space,33,196.54580130176623,True
5764,1326,Austin,2024-04-03,2024-05-01,rooftop,102,179.65230843544688,False
5765,482,Chicago,2024-04-03,2024-05-01,meeting_room,8,89.0680587448497,True
5766,1361,New York,2024-04-03,2024-04-07,event_space,37,347.0906646116387,True
5767,1743,Los Angeles,2024-04-03,2024-04-10,workshop_space,17,153.36349191754115,True
5768,1222,Austin,2024-04-03,2024-04-17,photo_studio,12,196.67506832510227,False
5769,1049,San Francisco,2024-04-03,2024-04-09,meeting_room,13,220.18885698561533,False
5770,1507,San Francisco,2024-04-03,2024-04-15,event_space,39,167.94201095018633,True
5771,990,San Francisco,2024-04-03,2024-04-12,rooftop,86,175.16689208603978,False
5772,1800,Miami,2024-04-03,2024-05-02,meeting_room,6,132.81848328559238,False
5773,553,Miami,2024-04-03,2024-04-13,meeting_room,10,151.10276598247842,False
5774,1364,Miami,2024-04-03,2024-04-13,workshop_space,33,158.15517573695075,True
5775,827,New York,2024-04-03,2024-04-07,photo_studio,12,217.03288943588808,False
5776,1200,San Francisco,2024-04-03,2024-04-12,photo_studio,9,283.77300212842727,False
5777,1283,Chicago,2024-04-03,2024-04-09,meeting_room,7,113.83867894957605,False
5778,1263,Los Angeles,2024-04-03,2024-04-18,workshop_space,44,120.98823944075997,False
5779,596,Los Angeles,2024-04-03,2024-04-19,photo_studio,16,172.07695221178196,False
5780,720,New York,2024-04-03,2024-05-01,photo_studio,19,246.43206520056512,False
5781,1122,Austin,2024-04-03,2024-04-24,event_space,65,111.33086863331549,False
5782,983,Miami,2024-04-03,2024-04-22,event_space,67,151.3741251276025,True
5783,1687,New York,2024-04-03,2024-04-18,photo_studio,11,241.50504343127128,False
5784,1836,Chicago,2024-04-03,2024-04-04,meeting_room,12,179.74535328322443,False
5785,1741,San Francisco,2024-04-03,2024-04-11,meeting_room,14,282.7360273228999,False
5786,1125,Chicago,2024-04-03,2024-04-13,photo_studio,22,173.49513419079065,True
5787,1649,Miami,2024-04-04,2024-04-05,photo_studio,21,171.41137444139028,True
5788,1307,New York,2024-04-04,2024-04-05,photo_studio,16,187.4156517840513,False
5789,331,San Francisco,2024-04-04,2024-04-19,workshop_space,33,163.62220253788882,False
5790,546,Chicago,2024-04-04,2024-04-07,workshop_space,19,164.69648115297065,False
5791,1075,Miami,2024-04-04,2024-04-17,event_space,72,171.0050290590568,False
5792,1626,Austin,2024-04-04,2024-04-07,event_space,67,111.951214466486,False
5793,1047,Miami,2024-04-04,2024-04-05,meeting_room,6,109.73907183134247,True
5794,445,Chicago,2024-04-04,2024-05-04,rooftop,43,76.76279211176897,False
5795,1121,San Francisco,2024-04-04,2024-04-22,meeting_room,14,206.5076004692193,False
5796,1854,Chicago,2024-04-04,2024-04-12,event_space,74,164.88557424571545,False
5797,1615,San Francisco,2024-04-04,2024-05-03,meeting_room,6,219.7531535506243,False
